project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,is_delayed
PAI-04112,Airports,Jharkhand,214.6,217.7,19,48,98.7,87.5,5,0,0,0,0,0,-6.1,0
PAI-04113,Airports,Tamil Nadu,74.2,76.3,45,68,96.2,96.3,13,0,0,0,0,0,-2.6,1
PAI-04114,Industrial Corridors,Jharkhand,173.5,173.5,40,30,74.5,72.6,12,0,0,1,0,0,5.7,0
PAI-04115,Airports,Karnataka,486.7,502.1,37,62,100.0,100.0,10,1,0,0,0,1,5.9,0
PAI-04116,Industrial Corridors,Tamil Nadu,108.3,119.9,23,52,87.8,100.0,4,2,1,0,0,0,2.5,0
PAI-04117,Industrial Corridors,Haryana,97.1,99.5,35,20,56.6,58.9,11,1,0,0,0,0,-4.2,0
PAI-04118,Roads,Bihar,761.9,793.7,27,13,47.8,61.1,8,1,0,0,0,0,0.2,0
PAI-04119,Industrial Corridors,Uttar Pradesh,213.1,238.1,19,44,98.2,92.0,4,3,0,0,0,1,2.6,1
PAI-04120,Urban Transit,Madhya Pradesh,1192.7,1230.6,17,30,96.8,90.7,6,1,0,0,0,0,3.2,1
PAI-04121,Railways,Madhya Pradesh,141.6,147.6,59,40,60.6,69.2,14,1,0,0,0,0,-1.0,0
PAI-04122,Railways,Rajasthan,318.9,340.3,25,38,88.7,79.1,5,1,1,0,0,0,-1.1,1
PAI-04123,Railways,Andhra Pradesh,383.1,424.4,39,58,94.6,94.4,11,1,1,1,0,0,9.0,1
PAI-04124,Power,Bihar,684.0,714.2,73,48,70.6,84.2,19,1,0,0,0,1,0.6,0
PAI-04125,Railways,Tamil Nadu,318.7,333.8,34,82,100.0,100.0,6,2,0,0,0,0,6.2,1
PAI-04126,Roads,Madhya Pradesh,490.2,506.1,65,11,10.8,13.4,15,1,0,0,0,1,-1.4,0
PAI-04127,Railways,Odisha,106.5,109.4,21,6,19.1,14.5,9,1,0,1,0,1,2.3,0
PAI-04128,Ports,Uttar Pradesh,124.7,131.5,46,65,100.0,100.0,16,0,1,0,0,0,0.1,1
PAI-04129,Urban Transit,Jharkhand,80.0,89.2,36,42,100.0,100.0,7,2,1,0,1,0,-1.8,1
PAI-04130,Power,Kerala,336.9,363.7,50,14,29.6,18.3,15,2,0,1,0,0,2.9,1
PAI-04131,Water & Sanitation,Maharashtra,290.8,301.1,59,44,70.2,70.5,15,1,0,0,0,1,3.6,0
PAI-04132,Roads,Bihar,300.2,303.6,44,80,100.0,100.0,14,1,0,0,0,0,-3.1,0
PAI-04133,Roads,Karnataka,53.4,55.2,46,17,34.8,41.4,10,0,1,0,0,0,-1.5,0
PAI-04134,Power,Maharashtra,162.1,175.3,48,80,100.0,92.4,15,1,1,1,0,0,-1.9,1
PAI-04135,Roads,West Bengal,249.9,264.6,30,65,100.0,92.8,5,0,1,0,0,0,-2.2,0
PAI-04136,Railways,Andhra Pradesh,197.6,211.2,57,19,44.6,48.1,15,3,1,0,0,0,5.0,0
PAI-04137,Power,Rajasthan,547.5,550.5,22,27,90.0,94.3,4,0,0,0,0,0,1.9,1
PAI-04138,Roads,Andhra Pradesh,133.3,136.9,26,29,93.1,100.0,8,0,0,1,0,0,-1.6,0
PAI-04139,Roads,Andhra Pradesh,135.9,142.1,27,42,100.0,100.0,8,0,1,0,0,0,1.0,0
PAI-04140,Ports,Tamil Nadu,76.4,85.7,27,73,100.0,100.0,6,2,1,0,0,0,2.8,1
PAI-04141,Water & Sanitation,Tamil Nadu,85.3,86.0,40,44,100.0,100.0,13,1,0,0,0,0,6.5,0
PAI-04142,Railways,West Bengal,174.0,190.5,21,54,100.0,100.0,4,1,1,0,0,0,1.0,0
PAI-04143,Urban Transit,Gujarat,238.0,243.7,28,23,73.2,86.1,6,0,0,1,1,0,-5.3,0
PAI-04144,Ports,Odisha,150.3,160.2,52,67,80.6,75.1,14,0,0,0,1,0,-5.6,1
PAI-04145,Roads,Tamil Nadu,355.8,358.5,65,64,100.0,99.1,11,0,0,0,0,0,0.4,0
PAI-04146,Power,Kerala,150.8,155.8,38,35,78.8,70.8,9,0,0,0,0,0,2.4,0
PAI-04147,Airports,Telangana,926.6,947.0,42,45,89.3,100.0,11,1,0,0,0,0,-3.9,0
PAI-04148,Roads,Jharkhand,433.2,445.4,44,32,79.5,66.8,9,0,0,0,0,0,-5.2,0
PAI-04149,Urban Transit,Telangana,125.1,129.2,37,30,69.1,60.9,11,0,0,0,0,0,1.4,0
PAI-04150,Railways,Kerala,222.9,246.9,29,77,98.3,93.2,5,1,0,1,0,1,1.4,0
PAI-04151,Water & Sanitation,Rajasthan,266.4,270.9,53,7,22.3,33.5,12,1,0,1,0,0,-11.1,0
PAI-04152,Industrial Corridors,Gujarat,266.7,301.0,50,24,55.6,39.3,8,2,1,0,0,0,5.1,1
PAI-04153,Railways,Andhra Pradesh,429.9,451.5,49,32,64.9,60.9,16,0,1,0,0,1,1.6,1
PAI-04154,Roads,Jharkhand,268.7,296.0,54,41,76.2,69.0,12,0,1,0,1,0,-4.0,1
PAI-04155,Water & Sanitation,Rajasthan,424.2,431.4,64,67,94.8,88.2,14,1,0,0,0,0,10.2,0
PAI-04156,Industrial Corridors,Kerala,274.5,299.7,59,67,90.9,85.1,17,0,1,0,0,0,10.1,0
PAI-04157,Railways,Haryana,459.3,464.5,43,20,54.8,46.4,9,1,0,1,0,0,3.6,0
PAI-04158,Industrial Corridors,Telangana,619.3,651.8,27,23,99.7,100.0,9,2,1,0,0,0,-2.5,0
PAI-04159,Ports,Jharkhand,161.7,166.5,44,28,58.8,55.2,9,0,0,0,0,1,-5.2,0
PAI-04160,Industrial Corridors,Maharashtra,60.5,64.6,25,37,86.8,75.8,7,0,1,0,0,0,-1.9,0
PAI-04161,Airports,Rajasthan,63.3,67.4,58,68,100.0,91.4,14,1,0,1,0,0,6.4,0
PAI-04162,Power,Odisha,307.5,314.7,31,37,86.6,94.5,10,0,0,0,0,0,1.0,0
PAI-04163,Power,Gujarat,351.7,364.3,53,73,100.0,100.0,14,0,0,0,1,0,3.0,0
PAI-04164,Power,Kerala,125.4,137.9,34,78,87.8,87.8,9,1,1,0,1,0,-0.0,1
PAI-04165,Railways,Karnataka,576.5,622.1,61,13,34.0,29.5,17,0,1,0,0,1,-7.8,0
PAI-04166,Power,Uttar Pradesh,216.4,236.8,20,68,100.0,100.0,4,3,0,0,0,0,15.7,0
PAI-04167,Airports,Tamil Nadu,805.0,825.7,56,39,74.4,80.8,15,1,0,0,0,0,4.0,1
PAI-04168,Industrial Corridors,Jharkhand,462.1,479.9,44,28,62.2,60.8,8,0,1,0,0,0,-4.7,0
PAI-04169,Airports,Telangana,198.5,203.5,26,48,97.7,100.0,9,0,0,0,0,0,-3.0,0
PAI-04170,Industrial Corridors,Tamil Nadu,108.7,116.3,26,40,93.5,83.7,7,2,0,0,1,0,0.8,0
PAI-04171,Water & Sanitation,Maharashtra,75.8,77.7,38,22,65.5,55.6,9,1,0,0,0,0,-6.2,0
PAI-04172,Power,West Bengal,247.5,254.8,23,64,89.5,72.7,8,0,0,1,0,0,-2.0,0
PAI-04173,Airports,Maharashtra,343.2,350.5,14,23,100.0,100.0,5,0,0,0,0,0,-6.2,0
PAI-04174,Railways,Kerala,382.6,424.0,63,31,58.7,49.2,17,2,0,1,0,1,7.6,1
PAI-04175,Roads,Karnataka,245.6,256.4,46,56,100.0,98.1,13,0,0,1,1,0,4.0,0
PAI-04176,Roads,Tamil Nadu,2806.8,3280.9,47,84,86.9,78.2,12,1,1,1,1,0,6.4,1
PAI-04177,Power,Odisha,848.0,998.6,56,72,100.0,91.8,15,3,0,0,1,0,7.8,1
PAI-04178,Ports,Uttar Pradesh,133.0,144.2,21,77,98.1,91.2,9,2,0,0,0,0,9.6,1
PAI-04179,Urban Transit,Kerala,111.3,111.3,39,63,100.0,94.9,11,2,0,0,0,0,7.2,0
PAI-04180,Power,Uttar Pradesh,175.7,182.1,46,12,23.7,27.5,15,1,0,0,0,0,-4.4,0
PAI-04181,Roads,Uttar Pradesh,290.8,292.5,43,28,52.4,45.3,15,0,0,1,0,0,-4.6,0
PAI-04182,Urban Transit,Telangana,187.9,202.5,45,38,87.0,86.8,10,1,1,0,0,0,6.4,0
PAI-04183,Urban Transit,Odisha,73.7,75.6,50,11,35.0,37.0,13,3,0,0,0,0,1.3,0
PAI-04184,Power,Gujarat,222.6,228.0,33,30,90.3,76.0,6,1,0,0,0,0,-2.7,0
PAI-04185,Water & Sanitation,Jharkhand,1036.8,1072.8,40,47,93.5,94.3,10,0,0,1,0,0,-4.8,1
PAI-04186,Power,Tamil Nadu,152.7,163.5,57,22,39.3,46.4,14,2,0,1,0,0,1.9,1
PAI-04187,Industrial Corridors,Uttar Pradesh,429.1,468.1,12,34,91.5,96.3,5,2,1,1,0,0,4.3,1
PAI-04188,Railways,Bihar,203.9,212.7,23,63,100.0,100.0,7,0,0,0,0,0,0.3,0
PAI-04189,Power,Andhra Pradesh,56.3,61.9,12,48,100.0,100.0,4,1,1,0,0,0,2.4,0
PAI-04190,Power,Rajasthan,203.3,214.1,27,24,96.5,95.9,9,1,0,0,0,1,2.5,0
PAI-04191,Water & Sanitation,Madhya Pradesh,566.9,579.2,57,57,97.0,79.0,14,1,0,0,0,0,-1.6,1
PAI-04192,Railways,Uttar Pradesh,525.2,553.7,21,67,94.9,88.6,7,0,0,1,1,0,2.6,0
PAI-04193,Ports,Bihar,76.6,84.3,60,45,71.1,71.3,15,2,1,1,0,0,3.8,0
PAI-04194,Power,Karnataka,142.7,142.7,55,43,74.5,83.9,10,0,0,0,0,0,2.8,0
PAI-04195,Roads,Haryana,200.6,234.0,30,74,100.0,100.0,5,3,1,0,0,1,9.7,1
PAI-04196,Roads,Tamil Nadu,358.5,368.8,36,42,89.5,76.2,10,2,0,0,0,0,3.9,0
PAI-04197,Power,Maharashtra,502.9,526.7,46,20,48.0,38.6,7,0,0,0,0,0,-4.7,0
PAI-04198,Ports,Tamil Nadu,278.7,292.2,45,10,25.6,18.3,11,2,0,1,0,0,5.8,0
PAI-04199,Roads,Haryana,304.2,319.7,14,33,97.1,80.4,4,0,1,0,0,0,-12.0,0
PAI-04200,Power,Haryana,148.7,165.2,70,45,69.5,50.2,17,2,0,1,0,0,7.8,0
PAI-04201,Power,Gujarat,2654.0,2702.0,35,41,99.0,98.0,10,0,0,0,0,0,3.2,0
PAI-04202,Urban Transit,Tamil Nadu,369.3,412.5,34,79,99.1,93.2,5,1,0,1,1,0,7.6,1
PAI-04203,Airports,Bihar,239.7,266.7,59,48,75.6,70.2,16,3,0,1,0,0,7.8,1
PAI-04204,Industrial Corridors,Karnataka,291.8,328.8,32,55,96.8,84.0,5,1,1,0,0,0,9.2,1
PAI-04205,Urban Transit,Madhya Pradesh,135.8,138.9,36,72,89.6,87.1,11,0,0,0,0,1,1.2,0
PAI-04206,Airports,Gujarat,180.1,192.2,39,80,100.0,94.9,10,2,0,0,0,0,12.0,0
PAI-04207,Airports,Telangana,321.7,333.0,73,80,87.6,91.4,18,0,1,1,0,0,-1.7,1
PAI-04208,Roads,Odisha,25.0,27.4,73,69,89.7,78.9,16,1,1,1,0,0,-0.5,0
PAI-04209,Industrial Corridors,West Bengal,220.6,231.3,64,15,20.7,16.9,19,0,1,0,0,0,4.3,1
PAI-04210,Ports,Madhya Pradesh,162.0,191.4,34,81,93.6,100.0,10,2,0,1,0,1,4.9,1
PAI-04211,Urban Transit,Madhya Pradesh,550.6,553.6,65,54,82.8,73.5,18,0,0,0,0,0,2.4,0
PAI-04212,Power,Karnataka,85.9,87.1,81,64,83.5,79.4,20,0,0,0,0,0,-0.3,0
PAI-04213,Urban Transit,Karnataka,233.9,241.3,49,77,96.9,95.0,12,1,0,1,0,0,-1.2,1
PAI-04214,Roads,Kerala,109.5,112.2,51,14,28.2,18.8,15,1,0,0,0,0,-0.3,0
PAI-04215,Railways,West Bengal,249.1,258.0,12,77,95.2,96.9,5,0,0,0,0,0,-1.4,0
PAI-04216,Ports,Gujarat,108.9,111.7,39,23,61.4,83.0,12,0,0,0,0,0,-2.7,0
PAI-04217,Roads,Telangana,510.8,550.9,38,52,100.0,91.8,9,1,1,1,0,0,4.0,1
PAI-04218,Roads,Gujarat,25.5,25.9,31,64,87.2,87.9,12,1,1,0,0,0,1.4,0
PAI-04219,Railways,Jharkhand,380.1,391.2,55,82,100.0,100.0,16,1,0,0,0,0,-0.4,1
PAI-04220,Roads,Karnataka,232.9,260.0,26,33,100.0,87.6,9,3,1,0,0,0,7.1,1
PAI-04221,Water & Sanitation,Maharashtra,280.7,285.0,13,80,100.0,97.9,4,1,0,0,0,0,3.3,0
PAI-04222,Power,Bihar,117.7,117.7,60,59,94.3,100.0,14,0,0,0,0,0,-1.1,1
PAI-04223,Water & Sanitation,Kerala,271.2,288.1,22,25,95.2,98.6,4,3,0,0,0,0,11.7,0
PAI-04224,Water & Sanitation,Tamil Nadu,312.2,320.6,29,58,97.8,99.6,8,0,0,0,0,0,-3.5,0
PAI-04225,Roads,Uttar Pradesh,139.5,154.3,46,81,99.8,90.9,12,2,1,0,0,0,12.4,1
PAI-04226,Urban Transit,Telangana,174.1,182.4,58,75,92.5,100.0,13,1,0,0,0,0,2.2,1
PAI-04227,Urban Transit,West Bengal,336.1,385.5,40,56,94.0,85.8,8,2,1,1,0,0,5.0,1
PAI-04228,Ports,Bihar,98.3,101.4,22,8,14.0,8.0,5,1,1,0,0,0,5.4,0
PAI-04229,Urban Transit,Kerala,492.0,545.8,34,54,100.0,94.5,7,0,1,0,1,0,6.0,1
PAI-04230,Roads,Andhra Pradesh,253.8,263.0,43,38,79.0,60.5,8,2,0,0,0,0,6.2,0
PAI-04231,Railways,Odisha,71.8,82.9,45,82,91.0,100.0,15,0,1,0,0,1,9.4,0
PAI-04232,Urban Transit,Jharkhand,330.8,352.1,28,68,93.9,89.1,10,0,1,0,0,0,5.5,0
PAI-04233,Railways,Tamil Nadu,661.7,744.3,47,47,93.5,96.6,11,1,1,1,0,1,7.9,0
PAI-04234,Roads,West Bengal,149.9,177.0,60,66,96.8,100.0,12,0,1,0,1,1,11.2,1
PAI-04235,Roads,Maharashtra,238.0,260.1,83,72,88.6,71.1,23,0,0,1,0,1,5.2,0
PAI-04236,Water & Sanitation,Maharashtra,308.5,316.9,23,11,50.8,60.7,5,1,0,1,0,0,2.1,0
PAI-04237,Water & Sanitation,Rajasthan,214.1,222.4,12,25,88.3,82.5,5,0,0,0,1,0,-4.5,0
PAI-04238,Railways,Kerala,139.0,145.4,31,65,91.7,100.0,5,0,0,0,0,1,-4.0,0
PAI-04239,Urban Transit,Jharkhand,108.2,109.6,54,70,99.3,97.8,16,1,0,0,0,0,8.3,1
PAI-04240,Urban Transit,Bihar,500.9,551.1,24,74,90.8,91.7,6,0,1,0,0,1,6.8,1
PAI-04241,Roads,Uttar Pradesh,418.4,454.6,43,66,100.0,91.7,8,1,0,1,0,0,4.4,1
PAI-04242,Power,Kerala,235.9,267.8,44,60,100.0,93.8,10,0,1,1,0,1,5.5,1
PAI-04243,Power,West Bengal,152.0,172.2,54,72,96.2,98.4,11,1,0,1,0,1,1.3,1
PAI-04244,Roads,Maharashtra,455.3,500.1,48,10,1.0,0.0,9,1,1,0,0,0,5.9,1
PAI-04245,Power,Kerala,533.6,552.9,54,80,86.3,88.2,13,1,0,1,0,0,5.7,0
PAI-04246,Urban Transit,Bihar,80.3,83.1,59,38,63.3,52.6,15,1,0,0,0,0,5.8,1
PAI-04247,Airports,Bihar,110.1,117.1,33,31,90.0,77.7,5,1,1,0,0,0,2.8,1
PAI-04248,Roads,Kerala,278.9,280.6,58,29,51.1,48.2,15,0,0,0,0,0,2.9,0
PAI-04249,Railways,Andhra Pradesh,193.9,201.1,48,65,94.3,100.0,12,0,0,0,0,0,1.8,1
PAI-04250,Urban Transit,Kerala,4184.6,4288.6,31,28,89.8,79.7,9,2,0,0,0,0,10.3,0
PAI-04251,Ports,Telangana,255.8,280.6,45,64,93.3,80.0,13,0,1,1,0,0,5.1,1
PAI-04252,Railways,Haryana,456.9,496.4,63,75,95.4,93.9,16,1,1,1,0,0,8.2,1
PAI-04253,Water & Sanitation,Kerala,153.1,154.4,41,21,57.5,69.5,11,1,0,0,0,0,-0.8,0
PAI-04254,Airports,Madhya Pradesh,83.7,88.9,39,83,100.0,96.9,9,1,1,0,0,0,5.2,1
PAI-04255,Railways,Gujarat,173.1,178.8,38,82,89.9,87.2,9,1,0,0,0,1,1.6,0
PAI-04256,Urban Transit,Uttar Pradesh,132.8,133.7,50,12,26.8,48.7,12,0,0,0,0,0,-1.2,0
PAI-04257,Water & Sanitation,Haryana,453.5,472.5,59,66,94.6,100.0,15,1,0,0,0,0,-4.3,0
PAI-04258,Industrial Corridors,Odisha,479.9,534.2,19,46,100.0,87.2,6,1,1,0,1,0,0.9,1
PAI-04259,Railways,Telangana,669.7,770.4,33,80,100.0,94.4,7,1,1,1,0,0,8.1,1
PAI-04260,Roads,Bihar,477.8,498.9,69,37,67.4,62.2,14,0,0,0,1,0,2.6,1
PAI-04261,Roads,Karnataka,425.0,425.0,24,68,95.2,95.6,7,0,0,1,0,0,6.2,0
PAI-04262,Urban Transit,Jharkhand,57.5,60.3,55,39,64.6,68.3,12,0,1,0,0,0,-9.1,1
PAI-04263,Water & Sanitation,Karnataka,111.6,114.9,38,26,82.0,92.3,12,0,0,0,0,0,4.8,0
PAI-04264,Urban Transit,Andhra Pradesh,379.2,385.5,45,45,100.0,95.7,13,0,0,1,0,0,2.6,0
PAI-04265,Urban Transit,Kerala,79.3,85.7,59,21,27.9,22.1,16,0,1,0,0,0,5.1,0
PAI-04266,Railways,Haryana,119.8,123.9,67,8,3.3,0.0,19,0,0,0,0,0,2.4,0
PAI-04267,Power,Haryana,110.3,113.4,49,79,92.9,100.0,15,0,0,1,0,0,4.1,0
PAI-04268,Urban Transit,Kerala,199.8,204.3,39,51,100.0,93.6,7,1,0,0,0,0,6.5,0
PAI-04269,Airports,Madhya Pradesh,266.3,288.5,65,83,100.0,100.0,19,2,0,0,0,0,5.0,0
PAI-04270,Urban Transit,Madhya Pradesh,383.4,401.6,31,6,14.5,20.3,7,2,0,0,0,0,10.1,1
PAI-04271,Ports,Andhra Pradesh,167.1,180.6,42,11,19.4,7.4,14,1,0,0,0,1,4.4,1
PAI-04272,Urban Transit,Andhra Pradesh,51.5,55.8,48,19,25.1,21.0,14,1,1,0,0,1,-3.1,1
PAI-04273,Airports,Uttar Pradesh,129.0,132.8,32,23,60.1,42.1,8,0,0,0,0,0,0.4,0
PAI-04274,Power,Rajasthan,157.7,160.9,47,29,65.3,65.7,9,0,0,0,0,0,-0.2,1
PAI-04275,Urban Transit,Telangana,107.7,110.1,41,17,46.6,43.3,11,1,0,0,0,0,5.2,0
PAI-04276,Power,Maharashtra,57.8,58.9,37,40,100.0,99.9,8,1,0,0,0,0,4.7,0
PAI-04277,Railways,Gujarat,308.6,318.8,12,35,100.0,100.0,5,0,1,1,0,0,1.2,0
PAI-04278,Power,Jharkhand,138.1,148.2,39,14,34.1,30.6,13,1,0,0,1,0,4.3,0
PAI-04279,Urban Transit,Andhra Pradesh,363.0,370.5,43,15,34.1,34.1,12,1,0,0,0,0,4.7,1
PAI-04280,Industrial Corridors,Bihar,1021.3,1157.7,22,35,89.2,100.0,6,1,1,0,0,1,10.1,1
PAI-04281,Water & Sanitation,Gujarat,475.5,484.3,31,20,44.6,31.5,10,0,1,0,0,0,-0.6,1
PAI-04282,Railways,Gujarat,71.7,82.1,30,74,84.4,69.5,10,0,1,1,1,0,1.5,1
PAI-04283,Power,Maharashtra,83.2,86.8,69,41,50.2,49.4,14,0,1,0,0,0,6.3,0
PAI-04284,Railways,Odisha,65.5,67.3,64,45,62.6,62.9,15,0,1,0,0,0,-1.0,0
PAI-04285,Roads,Andhra Pradesh,575.8,625.1,18,62,94.1,78.9,4,1,0,0,0,1,6.0,0
PAI-04286,Ports,Andhra Pradesh,156.4,163.6,18,18,99.7,100.0,4,0,0,0,0,1,1.1,1
PAI-04287,Roads,Telangana,235.2,260.2,44,70,90.9,92.7,13,1,0,0,1,0,1.6,0
PAI-04288,Railways,Kerala,926.5,972.1,28,54,96.4,89.2,6,1,1,0,0,0,0.6,0
PAI-04289,Railways,Telangana,76.1,86.5,51,16,42.5,41.9,16,1,1,0,1,0,4.1,1
PAI-04290,Water & Sanitation,Karnataka,320.2,361.7,41,35,89.1,68.4,10,1,0,0,1,1,1.0,1
PAI-04291,Water & Sanitation,Bihar,149.6,166.0,38,69,94.3,89.9,9,2,0,0,1,0,7.0,0
PAI-04292,Water & Sanitation,Gujarat,312.7,335.9,36,48,93.9,100.0,14,0,0,0,0,1,-2.2,0
PAI-04293,Water & Sanitation,Maharashtra,430.8,446.3,47,76,100.0,100.0,11,1,0,0,0,0,0.5,0
PAI-04294,Industrial Corridors,Haryana,227.0,235.8,68,80,100.0,95.6,18,0,0,1,0,1,-0.9,1
PAI-04295,Ports,Kerala,751.8,780.9,18,33,97.3,92.1,5,0,1,0,0,0,-2.1,1
PAI-04296,Ports,Bihar,50.8,53.8,62,67,98.1,100.0,15,0,1,0,0,0,3.3,0
PAI-04297,Urban Transit,Madhya Pradesh,334.9,372.7,46,49,90.0,86.6,15,2,1,0,1,0,-2.4,1
PAI-04298,Power,Telangana,152.0,166.1,33,61,99.3,100.0,7,2,1,0,0,0,11.0,0
PAI-04299,Power,Gujarat,114.0,115.5,27,38,100.0,98.9,6,0,0,0,0,0,1.0,0
PAI-04300,Roads,Karnataka,47.8,50.8,35,75,86.3,81.9,6,0,1,0,0,0,6.8,1
PAI-04301,Airports,West Bengal,255.2,261.2,36,28,86.6,85.0,13,1,0,0,0,0,-4.5,0
PAI-04302,Railways,Rajasthan,56.9,62.8,36,51,98.2,100.0,8,1,0,0,1,0,9.4,0
PAI-04303,Railways,Bihar,97.1,108.1,59,73,87.0,79.8,13,0,1,0,1,0,4.0,1
PAI-04304,Water & Sanitation,Andhra Pradesh,175.0,178.1,61,45,76.5,74.1,13,0,0,0,0,0,0.5,0
PAI-04305,Railways,Rajasthan,1023.2,1120.4,50,74,94.0,92.1,12,0,1,1,0,1,-8.0,0
PAI-04306,Urban Transit,Madhya Pradesh,1147.7,1283.3,41,84,100.0,86.0,9,1,1,0,0,0,-0.3,1
PAI-04307,Water & Sanitation,Maharashtra,83.8,84.3,44,82,100.0,98.8,12,0,0,0,0,0,-0.7,0
PAI-04308,Roads,Jharkhand,301.7,312.5,39,33,94.9,100.0,11,3,0,0,0,0,6.5,0
PAI-04309,Urban Transit,Bihar,649.9,653.8,46,27,64.0,68.9,11,3,0,0,0,0,1.4,0
PAI-04310,Railways,Tamil Nadu,676.1,676.2,12,63,88.7,78.2,10,1,0,1,0,0,9.2,0
PAI-04311,Roads,Kerala,482.6,530.8,29,28,85.4,82.6,8,0,1,1,0,1,-0.8,0
PAI-04312,Railways,Jharkhand,206.4,233.3,36,64,82.4,94.9,10,0,1,0,1,0,3.4,1
PAI-04313,Industrial Corridors,Haryana,405.7,411.7,24,7,17.5,12.4,8,0,0,0,0,0,-3.7,0
PAI-04314,Ports,Andhra Pradesh,113.0,116.2,56,22,56.6,39.7,10,3,0,0,0,0,0.6,1
PAI-04315,Urban Transit,Uttar Pradesh,239.4,252.1,51,54,91.7,87.5,15,2,0,0,0,0,10.8,1
PAI-04316,Power,Karnataka,175.9,178.6,41,83,93.2,84.1,9,1,0,0,0,1,5.4,1
PAI-04317,Roads,Tamil Nadu,587.6,632.6,50,31,60.0,75.5,15,1,1,0,0,1,0.1,1
PAI-04318,Water & Sanitation,Rajasthan,188.1,195.0,23,40,93.5,100.0,6,1,0,0,0,0,-0.6,0
PAI-04319,Railways,Tamil Nadu,156.5,177.5,59,76,100.0,89.2,10,1,1,0,0,0,7.8,0
PAI-04320,Water & Sanitation,Karnataka,66.1,68.8,39,59,97.3,86.6,10,0,0,0,0,0,0.6,0
PAI-04321,Roads,Andhra Pradesh,124.9,130.4,44,69,100.0,100.0,7,1,0,0,0,0,0.2,0
PAI-04322,Airports,Andhra Pradesh,167.7,175.1,65,47,85.7,82.8,14,3,0,0,0,0,9.0,0
PAI-04323,Water & Sanitation,Madhya Pradesh,1446.4,1446.4,40,15,51.2,58.2,10,1,0,0,0,0,-8.4,1
PAI-04324,Railways,Karnataka,159.5,172.2,21,82,91.2,91.8,4,1,1,0,0,1,-2.8,0
PAI-04325,Water & Sanitation,Maharashtra,389.2,397.3,58,83,100.0,100.0,14,0,0,1,0,0,0.2,0
PAI-04326,Ports,Odisha,177.0,177.0,34,63,100.0,100.0,6,0,0,1,0,0,4.8,0
PAI-04327,Roads,Karnataka,192.2,197.2,29,29,92.2,100.0,9,3,0,0,0,0,2.1,0
PAI-04328,Power,Telangana,62.3,64.3,54,52,100.0,100.0,15,1,1,0,0,0,-1.9,0
PAI-04329,Airports,West Bengal,1217.0,1270.2,48,82,90.4,83.5,13,0,0,0,0,0,1.0,0
PAI-04330,Industrial Corridors,Telangana,128.2,134.8,40,55,93.8,86.9,11,1,0,0,0,0,-6.8,0
PAI-04331,Railways,Bihar,63.4,71.9,36,73,99.8,95.2,7,0,1,1,0,0,-2.0,0
PAI-04332,Roads,Karnataka,303.8,316.8,48,50,98.4,94.7,9,0,0,0,1,0,2.0,1
PAI-04333,Water & Sanitation,West Bengal,249.2,262.3,47,54,83.1,85.9,11,0,0,0,0,0,-0.7,0
PAI-04334,Industrial Corridors,Odisha,1278.5,1278.5,37,49,100.0,95.0,8,1,0,0,0,0,-3.6,0
PAI-04335,Ports,Uttar Pradesh,115.9,128.7,37,42,98.9,100.0,9,2,0,0,0,1,10.4,1
PAI-04336,Ports,Gujarat,207.9,217.0,23,80,97.2,95.7,6,0,0,0,1,0,1.0,0
PAI-04337,Water & Sanitation,Uttar Pradesh,369.4,382.6,42,8,18.2,22.4,11,0,0,0,0,0,-6.4,0
PAI-04338,Power,Odisha,248.2,256.1,49,11,19.5,40.3,15,3,0,0,0,0,1.2,0
PAI-04339,Power,Maharashtra,252.9,285.6,64,45,72.4,72.9,17,2,1,1,0,0,-9.6,1
PAI-04340,Water & Sanitation,Kerala,366.5,375.7,24,6,24.3,10.6,9,0,0,0,0,0,1.6,1
PAI-04341,Railways,Telangana,219.5,230.1,43,17,53.6,71.1,7,3,0,0,0,0,8.2,0
PAI-04342,Railways,Rajasthan,75.0,79.1,48,63,100.0,100.0,14,0,0,0,0,0,-2.9,0
PAI-04343,Urban Transit,Bihar,225.7,235.1,45,44,91.7,100.0,12,0,0,0,1,0,-2.5,1
PAI-04344,Urban Transit,Tamil Nadu,370.5,381.0,56,10,8.4,27.1,13,1,0,0,0,0,2.9,1
PAI-04345,Power,Karnataka,651.4,729.4,15,9,72.0,67.2,4,3,0,0,0,0,14.0,1
PAI-04346,Urban Transit,Telangana,186.9,189.9,46,20,46.7,53.6,12,1,1,0,0,0,-9.8,0
PAI-04347,Water & Sanitation,Jharkhand,294.0,318.4,41,66,100.0,90.0,11,1,1,1,0,0,1.0,1
PAI-04348,Roads,Jharkhand,68.1,79.3,36,42,93.8,100.0,9,3,1,0,0,1,11.6,1
PAI-04349,Roads,Odisha,337.7,337.7,46,44,92.6,100.0,11,1,0,0,0,0,6.6,0
PAI-04350,Roads,Gujarat,75.2,76.6,32,16,46.2,45.6,7,1,0,0,0,0,7.5,1
PAI-04351,Roads,Telangana,179.4,204.8,46,42,82.9,91.2,9,0,0,1,1,1,-1.1,1
PAI-04352,Airports,Rajasthan,100.7,102.0,41,27,56.1,71.1,6,0,0,0,0,0,4.1,0
