project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_outcome,primary_delay_cause
HIST-00581,Roads,Gujarat,405.7,407.2,65,43,57.0,67.6,14,0,0,0,0,0,1.7,0,Delivered within plan,No material delay
HIST-00582,Industrial Corridors,Maharashtra,506.6,556.9,45,25,61.2,56.8,12,0,1,1,0,0,6.3,5,5-month delay,Land acquisition
HIST-00583,Ports,Madhya Pradesh,285.1,293.1,36,50,100.0,100.0,11,1,0,1,0,0,-0.6,4,4-month delay,Pending clearance
HIST-00584,Power,Rajasthan,347.6,349.8,12,29,89.9,93.0,4,2,0,0,0,0,10.2,2,2-month delay,Milestone slippage
HIST-00585,Power,Karnataka,234.5,246.6,31,79,92.5,100.0,10,0,0,0,0,0,1.7,3,3-month delay,No material delay
HIST-00586,Industrial Corridors,Tamil Nadu,68.0,70.5,37,61,92.4,91.9,4,0,1,0,0,0,7.8,0,Delivered within plan,Land acquisition
HIST-00587,Urban Transit,Telangana,85.7,87.3,42,9,19.5,17.8,14,0,0,0,0,0,-3.8,0,Delivered within plan,No material delay
HIST-00588,Railways,Rajasthan,1033.3,1096.9,42,52,100.0,97.8,14,2,0,1,0,0,3.6,5,5-month delay,Milestone slippage
HIST-00589,Roads,Odisha,189.5,198.9,50,8,19.1,31.9,13,0,0,0,1,0,-7.6,0,Delivered within plan,Funding release
HIST-00590,Roads,Kerala,184.0,194.8,53,14,30.3,37.2,17,5,0,0,0,0,12.7,10,10-month delay,Milestone slippage
HIST-00591,Urban Transit,Karnataka,149.6,155.3,28,31,90.0,79.2,8,3,0,0,0,0,9.7,5,5-month delay,Milestone slippage
HIST-00592,Roads,Madhya Pradesh,225.9,244.3,34,19,66.1,70.3,6,3,0,0,0,0,12.4,0,Delivered within plan,Milestone slippage
HIST-00593,Water & Sanitation,Bihar,419.3,449.2,40,56,100.0,100.0,10,1,1,0,0,0,2.9,0,Delivered within plan,Land acquisition
HIST-00594,Urban Transit,Karnataka,426.6,443.1,61,43,57.2,53.8,15,0,0,1,0,0,-1.1,1,1-month delay,Pending clearance
HIST-00595,Roads,West Bengal,158.8,163.5,34,58,100.0,98.3,5,2,1,0,0,0,0.9,0,Delivered within plan,Land acquisition
HIST-00596,Roads,Telangana,86.1,91.5,57,76,94.4,90.0,15,1,1,1,0,0,4.2,0,Delivered within plan,Land acquisition
HIST-00597,Water & Sanitation,Kerala,331.7,343.2,30,37,100.0,100.0,12,0,0,0,0,0,-1.9,0,Delivered within plan,No material delay
HIST-00598,Urban Transit,Kerala,54.4,56.0,27,72,100.0,98.9,8,1,0,0,0,0,15.3,0,Delivered within plan,No material delay
HIST-00599,Roads,Rajasthan,63.4,67.2,15,72,95.0,100.0,4,0,1,0,0,1,0.8,0,Delivered within plan,Land acquisition
HIST-00600,Power,Gujarat,88.0,92.5,40,68,100.0,100.0,13,1,1,0,0,0,1.7,6,6-month delay,Land acquisition
HIST-00601,Roads,Andhra Pradesh,169.2,177.3,25,47,100.0,100.0,11,0,1,1,0,0,3.2,4,4-month delay,Land acquisition
HIST-00602,Railways,Telangana,209.7,217.9,43,63,95.7,90.5,12,0,0,1,0,0,-3.8,0,Delivered within plan,Pending clearance
HIST-00603,Railways,Telangana,353.1,364.8,62,60,100.0,100.0,13,1,0,0,0,0,3.4,0,Delivered within plan,No material delay
HIST-00604,Industrial Corridors,Madhya Pradesh,453.0,485.4,18,46,100.0,100.0,5,0,1,0,0,1,-10.1,8,8-month delay,Land acquisition
HIST-00605,Water & Sanitation,Madhya Pradesh,96.1,108.9,47,81,96.2,100.0,12,4,0,1,0,0,10.8,0,Delivered within plan,Milestone slippage
HIST-00606,Water & Sanitation,Maharashtra,349.4,359.6,65,69,92.3,88.2,20,0,0,0,0,0,4.4,3,3-month delay,No material delay
HIST-00607,Urban Transit,West Bengal,770.3,812.9,28,57,92.1,95.2,5,1,0,1,0,0,0.2,0,Delivered within plan,Pending clearance
HIST-00608,Industrial Corridors,Jharkhand,129.5,134.7,66,14,30.8,31.0,18,2,0,0,0,0,8.8,0,Delivered within plan,Milestone slippage
HIST-00609,Roads,Uttar Pradesh,300.9,311.5,63,15,18.5,24.7,14,0,0,1,0,1,1.1,1,1-month delay,Pending clearance
HIST-00610,Railways,West Bengal,122.9,141.5,31,32,95.8,84.5,6,3,1,0,0,1,6.8,9,9-month delay,Land acquisition
HIST-00611,Airports,Madhya Pradesh,432.6,438.8,64,39,63.2,53.8,15,0,0,0,0,0,-5.2,0,Delivered within plan,No material delay
HIST-00612,Airports,Jharkhand,150.2,151.8,60,39,60.9,67.5,18,1,0,0,0,0,-2.7,1,1-month delay,No material delay
HIST-00613,Industrial Corridors,Rajasthan,145.4,154.6,60,63,97.2,88.2,17,1,1,0,0,0,3.4,2,2-month delay,Land acquisition
HIST-00614,Power,Maharashtra,326.5,351.2,73,65,98.1,96.5,17,1,0,0,0,0,10.1,0,Delivered within plan,No material delay
HIST-00615,Urban Transit,Andhra Pradesh,160.5,163.7,33,8,16.9,20.2,9,1,1,0,0,0,-0.2,0,Delivered within plan,Land acquisition
HIST-00616,Power,Madhya Pradesh,421.3,433.9,48,78,94.3,98.6,12,1,0,0,0,0,2.7,0,Delivered within plan,No material delay
HIST-00617,Power,Uttar Pradesh,61.5,65.1,27,29,89.9,82.1,5,2,0,0,0,0,9.8,4,4-month delay,Milestone slippage
HIST-00618,Railways,Karnataka,249.3,263.9,87,27,28.9,29.5,23,1,1,0,0,0,2.5,0,Delivered within plan,Land acquisition
HIST-00619,Roads,West Bengal,509.5,561.0,68,28,39.0,44.4,16,0,1,0,0,1,1.9,0,Delivered within plan,Land acquisition
HIST-00620,Urban Transit,Bihar,341.2,345.8,44,33,58.4,56.9,11,0,0,0,0,0,0.6,0,Delivered within plan,No material delay
HIST-00621,Roads,Haryana,282.2,297.2,12,7,66.0,73.2,4,2,0,0,0,0,0.4,1,1-month delay,Milestone slippage
HIST-00622,Railways,Andhra Pradesh,548.4,571.3,26,11,34.7,28.5,6,0,1,0,0,0,-4.5,1,1-month delay,Land acquisition
HIST-00623,Roads,Tamil Nadu,261.5,276.6,67,25,37.9,36.9,16,0,0,0,0,1,-5.9,0,Delivered within plan,No material delay
HIST-00624,Roads,Andhra Pradesh,357.7,357.7,36,64,100.0,100.0,9,0,0,0,0,0,-2.2,0,Delivered within plan,No material delay
HIST-00625,Water & Sanitation,Uttar Pradesh,326.9,328.0,39,82,100.0,89.7,7,0,0,1,0,0,6.9,1,1-month delay,Pending clearance
HIST-00626,Roads,Karnataka,521.4,539.0,28,42,100.0,100.0,5,1,1,0,0,0,-1.2,9,9-month delay,Land acquisition
HIST-00627,Power,Karnataka,144.9,149.8,38,27,72.7,75.0,8,3,0,0,0,0,4.1,1,1-month delay,Milestone slippage
HIST-00628,Roads,Karnataka,220.0,226.3,34,58,100.0,100.0,6,0,1,0,0,0,3.1,0,Delivered within plan,Land acquisition
HIST-00629,Industrial Corridors,Bihar,136.8,143.9,43,52,93.6,100.0,10,1,0,0,1,0,5.3,3,3-month delay,Funding release
HIST-00630,Railways,Uttar Pradesh,282.5,288.7,56,80,99.9,100.0,14,0,0,1,0,0,11.9,2,2-month delay,Pending clearance
HIST-00631,Railways,Rajasthan,216.1,251.5,66,50,85.8,66.1,18,3,0,0,0,1,9.0,5,5-month delay,Milestone slippage
HIST-00632,Power,Bihar,263.2,266.5,20,11,47.8,60.1,4,1,0,0,0,0,1.5,0,Delivered within plan,No material delay
HIST-00633,Urban Transit,Tamil Nadu,165.2,168.2,60,21,44.4,45.9,15,3,0,0,0,0,8.4,6,6-month delay,Milestone slippage
HIST-00634,Urban Transit,Madhya Pradesh,222.1,224.6,12,25,99.4,89.4,5,0,0,0,0,0,8.0,1,1-month delay,No material delay
HIST-00635,Roads,Jharkhand,88.9,90.3,63,6,21.8,28.9,14,0,1,0,0,0,-4.1,0,Delivered within plan,Land acquisition
HIST-00636,Railways,Madhya Pradesh,155.3,165.6,61,23,20.7,6.4,12,2,0,0,0,1,1.1,0,Delivered within plan,Milestone slippage
HIST-00637,Roads,Odisha,231.5,232.5,52,79,100.0,97.3,13,0,1,0,0,0,-6.0,1,1-month delay,Land acquisition
HIST-00638,Railways,Bihar,216.4,228.8,64,14,16.2,9.8,18,0,1,0,0,0,0.3,4,4-month delay,Land acquisition
HIST-00639,Water & Sanitation,Haryana,118.9,124.3,57,83,93.0,90.3,15,1,0,0,0,0,5.8,0,Delivered within plan,No material delay
HIST-00640,Railways,Bihar,649.6,679.3,27,27,81.5,86.1,7,0,1,0,0,0,-6.8,0,Delivered within plan,Land acquisition
HIST-00641,Railways,Karnataka,166.1,179.8,47,71,96.1,100.0,12,1,0,1,0,0,8.2,1,1-month delay,Pending clearance
HIST-00642,Urban Transit,Tamil Nadu,507.6,518.6,61,63,100.0,89.0,18,1,0,0,0,0,12.4,1,1-month delay,No material delay
HIST-00643,Roads,Jharkhand,181.7,183.5,26,23,97.7,99.8,6,0,0,0,0,0,5.7,1,1-month delay,No material delay
HIST-00644,Power,Kerala,1244.7,1393.5,12,47,83.2,81.4,4,1,1,0,0,0,11.8,8,8-month delay,Land acquisition
HIST-00645,Water & Sanitation,Haryana,70.8,73.9,35,6,16.6,17.0,10,2,0,0,0,0,-2.4,0,Delivered within plan,Milestone slippage
HIST-00646,Industrial Corridors,West Bengal,372.4,410.4,21,22,100.0,100.0,5,4,0,0,1,0,7.1,0,Delivered within plan,Milestone slippage
HIST-00647,Urban Transit,West Bengal,318.2,338.0,46,62,99.3,100.0,8,3,0,0,0,0,8.4,6,6-month delay,Milestone slippage
HIST-00648,Airports,Telangana,159.1,159.1,45,17,40.0,27.0,9,1,0,0,0,0,-3.7,0,Delivered within plan,No material delay
HIST-00649,Power,Haryana,190.2,192.1,65,74,100.0,100.0,15,1,0,1,0,0,0.1,2,2-month delay,Pending clearance
HIST-00650,Power,Haryana,195.2,200.2,67,34,35.5,32.1,19,1,0,1,0,0,-2.5,1,1-month delay,Pending clearance
HIST-00651,Railways,Maharashtra,416.7,455.3,54,79,87.7,73.7,11,2,1,1,0,0,6.7,7,7-month delay,Land acquisition
HIST-00652,Water & Sanitation,Kerala,177.7,183.3,34,69,88.1,100.0,9,0,0,0,0,0,10.5,0,Delivered within plan,No material delay
HIST-00653,Railways,Jharkhand,145.1,146.4,24,49,89.2,83.9,6,0,0,0,0,0,3.0,0,Delivered within plan,No material delay
HIST-00654,Urban Transit,Haryana,84.3,86.0,53,29,59.2,53.1,11,2,0,0,0,0,-0.8,5,5-month delay,Milestone slippage
HIST-00655,Airports,Andhra Pradesh,97.6,100.5,47,73,100.0,91.9,16,1,0,0,0,0,-0.4,0,Delivered within plan,No material delay
HIST-00656,Urban Transit,West Bengal,198.7,210.6,24,69,97.3,88.2,6,0,1,0,0,0,10.0,0,Delivered within plan,Land acquisition
HIST-00657,Urban Transit,Kerala,43.6,44.8,39,65,100.0,100.0,11,0,0,0,0,0,-2.2,0,Delivered within plan,No material delay
HIST-00658,Water & Sanitation,Tamil Nadu,316.6,347.1,28,73,100.0,100.0,6,2,0,0,0,1,11.3,1,1-month delay,Milestone slippage
HIST-00659,Urban Transit,Tamil Nadu,291.0,308.7,53,73,100.0,95.4,14,2,0,0,0,0,13.9,3,3-month delay,Milestone slippage
HIST-00660,Railways,Haryana,171.1,187.4,31,45,100.0,92.3,12,1,0,1,1,0,4.9,3,3-month delay,Funding release
HIST-00661,Ports,Maharashtra,527.4,539.1,52,20,41.2,40.8,10,2,0,0,0,0,2.8,0,Delivered within plan,Milestone slippage
HIST-00662,Water & Sanitation,Madhya Pradesh,285.2,314.8,37,82,100.0,74.6,9,0,0,1,0,0,-0.3,0,Delivered within plan,Pending clearance
HIST-00663,Water & Sanitation,Jharkhand,235.0,242.7,31,58,92.4,90.2,6,1,0,0,0,0,-1.6,1,1-month delay,No material delay
HIST-00664,Roads,Haryana,966.2,1044.8,34,68,84.2,67.2,12,0,1,0,0,0,5.2,0,Delivered within plan,Land acquisition
HIST-00665,Airports,Maharashtra,531.8,542.5,43,36,90.5,92.7,11,0,1,0,0,0,-0.5,0,Delivered within plan,Land acquisition
HIST-00666,Urban Transit,Telangana,371.5,383.3,33,43,100.0,100.0,12,2,0,0,0,0,5.3,7,7-month delay,Milestone slippage
HIST-00667,Roads,Madhya Pradesh,302.6,311.0,37,9,21.0,23.5,12,0,0,0,0,1,-7.1,2,2-month delay,No material delay
HIST-00668,Ports,Rajasthan,215.3,238.2,36,46,96.9,95.6,11,0,1,0,0,0,3.2,1,1-month delay,Land acquisition
HIST-00669,Railways,Madhya Pradesh,299.1,323.7,46,71,86.4,81.9,9,0,1,0,0,0,7.0,5,5-month delay,Land acquisition
HIST-00670,Water & Sanitation,Madhya Pradesh,92.3,94.2,48,44,94.7,97.0,8,2,0,0,0,0,6.0,2,2-month delay,Milestone slippage
HIST-00671,Power,Telangana,164.0,169.4,20,83,100.0,96.1,4,1,0,0,0,0,9.1,1,1-month delay,No material delay
HIST-00672,Power,Haryana,3117.0,3117.0,35,23,62.3,63.5,9,0,0,0,0,0,-1.4,0,Delivered within plan,No material delay
HIST-00673,Roads,Madhya Pradesh,677.0,761.2,33,20,69.8,52.2,8,3,0,0,0,0,20.0,3,3-month delay,Milestone slippage
HIST-00674,Railways,Telangana,401.4,420.7,51,9,22.4,30.9,15,1,0,0,0,0,3.9,1,1-month delay,No material delay
HIST-00675,Roads,Uttar Pradesh,241.1,287.6,35,71,100.0,100.0,8,3,1,0,1,1,5.5,9,9-month delay,Land acquisition
HIST-00676,Water & Sanitation,Maharashtra,521.1,539.1,29,28,73.0,72.0,7,1,1,0,0,0,3.7,1,1-month delay,Land acquisition
HIST-00677,Urban Transit,Kerala,532.1,540.9,50,42,81.2,84.5,13,1,0,0,0,0,5.7,2,2-month delay,No material delay
HIST-00678,Railways,West Bengal,327.8,362.8,62,26,37.3,44.6,16,1,1,0,0,0,4.6,9,9-month delay,Land acquisition
HIST-00679,Water & Sanitation,Madhya Pradesh,280.1,297.1,52,56,91.5,88.7,14,0,1,0,0,0,5.8,0,Delivered within plan,Land acquisition
HIST-00680,Water & Sanitation,Rajasthan,453.4,490.1,27,74,100.0,100.0,5,3,0,0,0,0,13.8,6,6-month delay,Milestone slippage
HIST-00681,Roads,Jharkhand,579.4,592.6,60,24,31.1,45.9,16,0,0,0,0,0,-1.9,0,Delivered within plan,No material delay
HIST-00682,Power,Rajasthan,214.2,214.7,81,81,98.9,98.7,22,0,0,0,0,0,-0.7,0,Delivered within plan,No material delay
HIST-00683,Urban Transit,Uttar Pradesh,63.1,65.2,41,77,99.9,100.0,10,0,0,0,0,0,-8.2,0,Delivered within plan,No material delay
HIST-00684,Water & Sanitation,Gujarat,440.7,444.4,50,44,91.3,100.0,15,1,0,0,0,0,-2.1,1,1-month delay,No material delay
HIST-00685,Roads,Gujarat,511.0,541.4,34,34,96.6,92.2,9,0,0,1,1,0,-1.3,4,4-month delay,Funding release
HIST-00686,Roads,Jharkhand,234.1,248.8,21,72,100.0,100.0,4,1,0,1,0,0,7.0,3,3-month delay,Pending clearance
HIST-00687,Ports,Bihar,252.5,260.8,35,41,93.6,96.8,8,0,0,0,0,0,-1.6,0,Delivered within plan,No material delay
HIST-00688,Roads,Maharashtra,236.6,247.1,34,40,92.1,100.0,8,1,0,0,0,0,7.1,0,Delivered within plan,No material delay
HIST-00689,Power,Jharkhand,676.2,750.5,26,72,94.9,82.0,6,0,1,1,0,0,-5.2,1,1-month delay,Land acquisition
HIST-00690,Industrial Corridors,Tamil Nadu,305.9,347.6,44,12,26.9,14.5,9,1,1,1,0,0,2.8,8,8-month delay,Land acquisition
HIST-00691,Power,Tamil Nadu,558.1,572.4,12,54,91.7,97.8,5,0,0,0,0,0,0.9,0,Delivered within plan,No material delay
HIST-00692,Roads,Uttar Pradesh,279.9,290.4,45,73,100.0,94.1,13,0,0,0,0,0,3.4,1,1-month delay,No material delay
HIST-00693,Roads,Kerala,126.4,135.7,34,30,93.7,100.0,5,3,0,1,0,0,-1.0,6,6-month delay,Milestone slippage
HIST-00694,Industrial Corridors,Jharkhand,3965.6,4486.7,28,10,31.2,36.6,8,1,1,0,1,0,-1.0,6,6-month delay,Land acquisition
HIST-00695,Roads,Uttar Pradesh,513.6,567.9,62,69,100.0,100.0,18,0,0,1,1,1,-0.2,4,4-month delay,Funding release
HIST-00696,Industrial Corridors,Maharashtra,570.1,583.3,60,15,32.0,39.0,13,0,0,1,0,0,0.5,0,Delivered within plan,Pending clearance
HIST-00697,Ports,Tamil Nadu,52.4,54.9,27,12,48.0,46.2,6,1,1,0,0,0,4.1,7,7-month delay,Land acquisition
HIST-00698,Industrial Corridors,Odisha,704.3,734.0,50,44,100.0,100.0,11,0,1,0,0,0,-0.4,0,Delivered within plan,Land acquisition
HIST-00699,Urban Transit,Jharkhand,284.9,293.5,30,74,90.4,81.2,10,0,0,0,0,0,5.9,0,Delivered within plan,No material delay
HIST-00700,Urban Transit,Karnataka,388.4,390.3,35,75,98.1,95.1,11,1,0,0,0,0,3.5,1,1-month delay,No material delay
HIST-00701,Airports,Jharkhand,61.4,63.6,32,69,97.5,79.6,11,0,0,0,0,0,7.7,0,Delivered within plan,No material delay
HIST-00702,Railways,Haryana,86.1,94.3,43,80,100.0,86.4,14,0,1,0,0,0,8.8,5,5-month delay,Land acquisition
HIST-00703,Power,Telangana,129.2,131.1,42,69,100.0,100.0,9,1,0,0,0,0,5.6,1,1-month delay,No material delay
HIST-00704,Urban Transit,Telangana,184.8,188.4,61,24,60.2,51.1,14,1,0,0,0,0,-3.6,4,4-month delay,No material delay
HIST-00705,Water & Sanitation,Telangana,153.9,156.0,57,18,27.8,33.8,16,1,0,0,0,0,3.2,3,3-month delay,No material delay
HIST-00706,Railways,Rajasthan,267.7,295.0,14,15,93.8,91.3,4,1,1,0,0,1,5.5,0,Delivered within plan,Land acquisition
HIST-00707,Railways,Bihar,195.3,200.0,39,57,93.0,100.0,12,0,0,0,0,0,1.7,0,Delivered within plan,No material delay
HIST-00708,Railways,Gujarat,202.9,209.5,24,18,71.7,80.7,4,0,0,0,0,1,-5.1,0,Delivered within plan,No material delay
HIST-00709,Power,Maharashtra,173.4,177.5,35,28,83.9,73.3,6,0,1,0,0,0,7.9,0,Delivered within plan,Land acquisition
HIST-00710,Roads,Kerala,89.9,94.2,48,54,98.2,100.0,13,0,0,0,0,1,3.6,0,Delivered within plan,No material delay
HIST-00711,Water & Sanitation,Rajasthan,534.2,534.2,36,14,44.3,54.6,5,0,0,0,0,0,-4.9,0,Delivered within plan,No material delay
HIST-00712,Power,Karnataka,25.0,25.8,59,58,96.4,95.0,15,0,0,0,0,0,-2.2,0,Delivered within plan,No material delay
HIST-00713,Roads,Odisha,649.7,661.7,49,57,87.3,94.6,11,0,1,0,0,0,3.1,0,Delivered within plan,Land acquisition
HIST-00714,Urban Transit,Jharkhand,561.4,658.9,73,76,100.0,100.0,20,1,1,1,1,0,4.9,6,6-month delay,Land acquisition
HIST-00715,Railways,Tamil Nadu,839.8,954.0,58,18,40.5,35.7,12,1,0,1,1,0,2.6,0,Delivered within plan,Funding release
HIST-00716,Railways,Madhya Pradesh,845.4,927.7,39,60,96.1,100.0,7,1,1,1,0,0,0.5,7,7-month delay,Land acquisition
HIST-00717,Water & Sanitation,Jharkhand,200.6,208.9,50,34,64.0,77.1,17,2,0,0,0,0,5.7,2,2-month delay,Milestone slippage
HIST-00718,Water & Sanitation,Madhya Pradesh,109.9,116.4,18,70,92.8,100.0,4,1,0,0,0,0,2.8,0,Delivered within plan,No material delay
HIST-00719,Water & Sanitation,Kerala,398.5,411.0,24,40,100.0,94.8,4,1,0,0,0,0,-2.1,5,5-month delay,No material delay
HIST-00720,Ports,Kerala,97.2,102.3,61,68,97.2,100.0,17,2,0,0,0,0,6.3,0,Delivered within plan,Milestone slippage
HIST-00721,Industrial Corridors,Jharkhand,745.2,759.0,43,8,19.8,22.3,10,1,0,0,0,0,-2.6,0,Delivered within plan,No material delay
HIST-00722,Railways,Maharashtra,494.9,511.4,35,67,99.2,99.5,12,1,0,1,0,0,1.4,0,Delivered within plan,Pending clearance
HIST-00723,Power,Uttar Pradesh,200.4,227.2,57,22,36.8,36.7,15,4,0,1,0,0,11.8,5,5-month delay,Milestone slippage
HIST-00724,Airports,Kerala,194.7,203.3,54,43,79.4,77.2,15,0,0,0,1,0,0.1,1,1-month delay,Funding release
HIST-00725,Roads,Jharkhand,163.7,190.8,41,77,97.9,98.8,10,1,1,0,0,1,11.3,6,6-month delay,Land acquisition
HIST-00726,Airports,Maharashtra,227.7,233.4,38,60,97.2,100.0,11,0,0,0,0,0,1.1,0,Delivered within plan,No material delay
HIST-00727,Water & Sanitation,West Bengal,353.1,364.0,46,18,32.1,40.1,14,0,0,0,0,0,4.7,1,1-month delay,No material delay
HIST-00728,Power,Tamil Nadu,706.0,715.5,32,46,95.6,90.9,5,1,0,0,0,0,6.4,0,Delivered within plan,No material delay
HIST-00729,Ports,Jharkhand,384.6,415.3,40,46,92.9,95.5,7,2,0,0,0,1,1.3,0,Delivered within plan,Milestone slippage
HIST-00730,Railways,Karnataka,236.2,239.4,30,11,26.7,32.8,10,0,1,0,0,0,0.9,0,Delivered within plan,Land acquisition
HIST-00731,Roads,Kerala,260.2,274.6,35,54,94.0,97.0,7,1,1,0,0,0,3.1,1,1-month delay,Land acquisition
HIST-00732,Ports,Haryana,509.8,530.6,72,48,44.7,45.0,20,0,1,0,0,0,-1.0,1,1-month delay,Land acquisition
HIST-00733,Urban Transit,Bihar,46.1,46.7,53,51,100.0,100.0,14,0,0,0,0,0,-4.2,4,4-month delay,No material delay
HIST-00734,Roads,Rajasthan,404.8,432.9,41,16,32.6,30.7,6,2,1,0,0,0,7.8,1,1-month delay,Land acquisition
HIST-00735,Railways,Madhya Pradesh,156.4,157.9,46,71,92.3,94.5,7,0,0,0,0,0,7.4,1,1-month delay,No material delay
HIST-00736,Roads,Tamil Nadu,377.0,414.9,33,69,91.7,100.0,7,1,0,0,1,0,5.7,1,1-month delay,Funding release
HIST-00737,Ports,Haryana,205.6,243.6,63,84,100.0,81.6,16,0,1,1,1,0,0.5,0,Delivered within plan,Land acquisition
HIST-00738,Roads,Maharashtra,407.2,421.9,19,82,87.2,89.2,8,0,1,0,0,0,2.2,5,5-month delay,Land acquisition
HIST-00739,Power,Odisha,278.4,282.3,45,23,44.9,52.1,10,0,0,0,0,0,-4.0,1,1-month delay,No material delay
HIST-00740,Roads,Bihar,61.2,61.7,51,61,88.5,87.7,14,0,0,0,0,0,-1.6,0,Delivered within plan,No material delay
HIST-00741,Airports,Telangana,399.9,416.7,37,66,100.0,100.0,9,0,0,1,1,0,-8.1,0,Delivered within plan,Funding release
HIST-00742,Urban Transit,Jharkhand,334.2,380.9,36,33,94.6,87.9,8,3,0,0,0,1,11.9,0,Delivered within plan,Milestone slippage
HIST-00743,Ports,Haryana,126.3,141.9,56,64,88.7,87.9,19,2,1,1,0,0,7.8,7,7-month delay,Land acquisition
HIST-00744,Power,Odisha,368.3,446.5,48,48,96.9,100.0,5,2,1,1,1,1,4.3,11,11-month delay,Land acquisition
HIST-00745,Industrial Corridors,Karnataka,327.4,340.7,62,62,90.2,78.0,17,0,0,0,0,1,-0.6,2,2-month delay,No material delay
HIST-00746,Airports,West Bengal,156.6,167.3,61,57,99.3,100.0,12,0,0,0,1,0,-6.8,1,1-month delay,Funding release
HIST-00747,Power,Maharashtra,180.6,190.6,16,28,93.0,97.9,8,2,0,0,0,0,4.7,0,Delivered within plan,Milestone slippage
HIST-00748,Airports,Gujarat,2063.9,2136.4,12,8,67.4,54.3,5,1,0,0,0,0,1.8,0,Delivered within plan,No material delay
HIST-00749,Airports,Jharkhand,181.9,185.5,22,56,97.3,97.1,4,1,0,1,0,0,9.9,1,1-month delay,Pending clearance
HIST-00750,Ports,Uttar Pradesh,616.5,685.6,31,21,61.8,56.5,7,1,1,1,0,0,7.7,0,Delivered within plan,Land acquisition
HIST-00751,Water & Sanitation,West Bengal,239.0,247.1,39,18,45.9,51.4,9,1,0,0,0,0,2.3,1,1-month delay,No material delay
HIST-00752,Airports,Karnataka,444.1,454.4,22,68,100.0,100.0,6,0,0,0,1,0,1.8,0,Delivered within plan,Funding release
HIST-00753,Power,Bihar,291.8,298.0,41,47,87.5,96.8,13,0,0,0,0,0,2.4,0,Delivered within plan,No material delay
HIST-00754,Ports,Bihar,93.7,95.6,35,40,100.0,93.1,9,0,1,0,0,0,1.1,0,Delivered within plan,Land acquisition
HIST-00755,Power,Haryana,192.9,199.6,20,6,23.1,35.9,8,0,0,0,0,1,-6.4,1,1-month delay,No material delay
HIST-00756,Urban Transit,West Bengal,1759.4,1827.2,33,82,92.1,100.0,6,0,0,0,0,0,-3.8,1,1-month delay,No material delay
HIST-00757,Roads,Bihar,389.9,453.9,56,55,100.0,78.1,14,0,1,0,1,1,6.2,7,7-month delay,Land acquisition
HIST-00758,Railways,Jharkhand,1172.7,1172.7,21,77,100.0,90.7,5,0,0,0,0,0,5.2,1,1-month delay,No material delay
HIST-00759,Railways,Gujarat,272.3,282.5,62,59,96.1,100.0,15,0,1,1,0,0,1.0,0,Delivered within plan,Land acquisition
HIST-00760,Roads,Jharkhand,225.3,238.6,12,79,100.0,89.7,4,1,1,0,0,0,2.5,1,1-month delay,Land acquisition
HIST-00761,Railways,Haryana,895.3,920.1,12,14,88.8,82.7,4,0,1,0,0,0,1.7,8,8-month delay,Land acquisition
HIST-00762,Ports,West Bengal,252.1,290.5,40,47,100.0,100.0,12,2,1,1,1,0,-1.3,8,8-month delay,Land acquisition
HIST-00763,Water & Sanitation,West Bengal,94.5,100.3,41,18,53.7,59.5,8,0,0,0,0,0,1.3,0,Delivered within plan,No material delay
HIST-00764,Power,Telangana,94.0,97.9,45,13,15.1,12.5,13,0,0,0,0,0,0.1,0,Delivered within plan,No material delay
HIST-00765,Industrial Corridors,Uttar Pradesh,169.4,200.1,58,74,78.9,69.5,13,3,1,0,0,1,16.0,8,8-month delay,Land acquisition
HIST-00766,Railways,Karnataka,288.6,297.2,53,35,65.3,76.8,14,0,0,1,0,0,0.7,2,2-month delay,Pending clearance
HIST-00767,Water & Sanitation,Tamil Nadu,60.7,67.7,23,48,100.0,85.0,4,2,0,1,0,0,14.8,4,4-month delay,Milestone slippage
HIST-00768,Roads,Bihar,222.5,224.7,36,38,100.0,100.0,8,0,0,0,0,0,-0.0,1,1-month delay,No material delay
HIST-00769,Roads,Haryana,70.8,75.3,24,75,88.7,82.3,6,2,1,0,0,0,5.7,8,8-month delay,Land acquisition
HIST-00770,Industrial Corridors,Karnataka,490.3,505.3,38,38,100.0,100.0,11,1,0,0,0,0,8.3,0,Delivered within plan,No material delay
HIST-00771,Urban Transit,Telangana,221.1,244.5,23,67,99.9,97.7,4,3,0,0,0,0,11.5,0,Delivered within plan,Milestone slippage
HIST-00772,Urban Transit,Kerala,288.6,300.7,55,27,55.5,45.2,13,1,0,0,0,0,-3.5,6,6-month delay,No material delay
HIST-00773,Power,Haryana,173.0,191.0,32,30,97.8,98.9,8,2,0,0,0,1,9.3,5,5-month delay,Milestone slippage
HIST-00774,Airports,Bihar,27.9,29.1,53,23,52.1,61.3,11,1,0,0,0,1,-0.1,0,Delivered within plan,No material delay
HIST-00775,Ports,Gujarat,150.8,153.1,62,27,44.1,44.7,13,1,0,0,0,0,7.3,0,Delivered within plan,No material delay
HIST-00776,Urban Transit,Haryana,259.4,267.5,66,57,92.0,94.5,16,1,0,1,0,0,-3.6,0,Delivered within plan,Pending clearance
